key,translation,locale
quote_request_page.quote_request.actions.revise,Revise,en_US
quote_request_page.quote_request.actions.revise,Überarbeiten,fr_FR
quote_request_page.quote_request.actions.edit,Edit,en_US
quote_request_page.quote_request.actions.edit,Bearbeiten,fr_FR
quote_request_page.quote_request.actions.edit_items,Edit Items,en_US
quote_request_page.quote_request.actions.edit_items,Produkte bearbeiten,fr_FR
quote_request_page.quote_request.view.empty,You do not have any quote requests yet.,en_US
quote_request_page.quote_request.view.empty,Sie haben noch keine Angebotsanfragen.,fr_FR
quote_request_page.quote_request.updated,The Quote request has been updated successfully.,en_US
quote_request_page.quote_request.updated,Die Angebotsanfrage wurde erfolgreich aktualisiert.,fr_FR
quote_request_page.quote_request.sent_to_customer,The Quote request has been sent to customer successfully.,en_US
quote_request_page.quote_request.sent_to_customer,Die Angebotsanfrage wurde erfolgreich an den Kunden gesendet.,fr_FR
quote_request_page.quote_request.sent_to_user,The Quote request was successfully sent to the agent for processing.,en_US
quote_request_page.quote_request.sent_to_user,Die Angebotsanfrage wurde erfolgreich zur Bearbeitung an den Agenten gesendet.,fr_FR
quote_request_page.quote_request.use_default_price,Use default price,en_US
quote_request_page.quote_request.use_default_price,Standardpreis verwenden,fr_FR
quote_request_page.quote_request.converted_to_cart,The Quote request was converted to cart successfully.,en_US
quote_request_page.quote_request.converted_to_cart,Die Angebotsanfrage wurde erfolgreich in einen Warenkorb umgewandelt.,fr_FR
quote_request_page.quote_request.edit_items_confirm,"You are editing Quote Request <a href=""%link%"">%reference%</a> if you will leave it, all changes will be dropped.",en_US
quote_request_page.quote_request.edit_items_confirm,"Sie bearbeiten Angebotsanfrage <a href=""%link%"">%reference%</a> wenn Sie es verlassen, werden alle Änderungen verworfen.",fr_FR
quote_request_page.quote_request.source_price_changes_forbidden,"You can't edit prices in this Quote Request, because it's invalid.",en_US
quote_request_page.quote_request.source_price_changes_forbidden,"Sie können die Preise in dieser Angebotsanfrage nicht bearbeiten, da sie ungültig ist.",fr_FR
quote_request.status.waiting,Waiting,en_US
quote_request.status.waiting,Warten,fr_FR
quote_request.status.in-progress,In Progress,en_US
quote_request.status.in-progress,In Bearbeitung,fr_FR
quote_request.status.ready,Ready,en_US
quote_request.status.ready,Bereit,fr_FR
quote_request.status.canceled,Canceled,en_US
quote_request.status.canceled,Storniert,fr_FR
quote_request.status.closed,Closed,en_US
quote_request.status.closed,Abgeschlossen,fr_FR
quote_request.status.draft,Draft,en_US
quote_request.status.draft,Entwurf,fr_FR
quote_request.validation.success.canceled,The Quote request was canceled successfully.,en_US
quote_request.validation.success.canceled,Die Angebotsanfrage wurde erfolgreich abgebrochen.,fr_FR
quote_request.validation.converted_to_cart.success,The Quote request was converted to cart successfully.,en_US
quote_request.validation.converted_to_cart.success,Die Angebotsanfrage wurde erfolgreich in einen Warenkorb umgewandelt.,fr_FR
quote_request.validation.error.not_exists,This Quote Request does not exist.,en_US
quote_request.validation.error.not_exists,Die Angebotsanfrage existiert nicht.,fr_FR
quote_request.validation.error.wrong_status,Wrong Quote Request status for this operation.,en_US
quote_request.validation.error.wrong_status,Falscher Angebotsanfrage-Status für diesen Vorgang.,fr_FR
quote_request.validation.error.company_user_not_found,Company User not found.,en_US
quote_request.validation.error.company_user_not_found,Firmenbenutzer nicht gefunden.,fr_FR
quote_request.validation.error.empty_cart,A Quote request can't be created from an empty cart.,en_US
quote_request.validation.error.empty_cart,Eine Angebotsanfrage kann nicht aus einem leeren Einkaufswagen erstellt werden.,fr_FR
quote_request.checkout.validation.error.version_not_found,The Quote Request Version is not found.,en_US
quote_request.checkout.validation.error.version_not_found,Die Angebotsanforderung Version wurde nicht gefunden.,fr_FR
quote_request.checkout.validation.error.not_found,Quote Request not found.,en_US
quote_request.checkout.validation.error.not_found,Angebotsanfrage nicht gefunden.,fr_FR
quote_request.checkout.validation.error.wrong_status,The Quote Request is in a wrong status at the moment.,en_US
quote_request.checkout.validation.error.wrong_status,Die Angebotsanfrage befindet sich zurzeit in einem falschen Status.,fr_FR
quote_request.checkout.validation.error.wrong_version,The version of Quote Request for this cart is outdated.,en_US
quote_request.checkout.validation.error.wrong_version,Die Version der Angebotsanfrage für diesen Warenkorb ist veraltet.,fr_FR
quote_request.checkout.validation.error.wrong_valid_until,Quote Request from which this cart was created is not valid anymore.,en_US
quote_request.checkout.validation.error.wrong_valid_until,"Angebotsanfrage, aus der dieser Warenkorb erstellt wurde, ist nicht mehr gültig.",fr_FR
quote_request.checkout.convert.error.wrong_valid_until,The Quote Request is not valid anymore.,en_US
quote_request.checkout.convert.error.wrong_valid_until,Die Angebotsanfrage ist nicht mehr gültig.,fr_FR
quote_request.update.validation.error.wrong_valid_until,The validity date of this Quote Request is already passed. Please change the date to send to the customer.,en_US
quote_request.update.validation.error.wrong_valid_until,"Das Gültigkeitsdatum dieser Angebotsanfrage ist bereits abgelaufen. Bitte ändern Sie das Datum, um es an den Kunden zu senden.",fr_FR
quote_request.update.validation.concurrent,The Quote Request could not be updated due to parallel-customer interaction.,en_US
quote_request.update.validation.concurrent,Die Angebotsanfrage konnte aufgrund der parallelen Kundeninteraktion nicht aktualisiert werden.,fr_FR
agent.account.overview,Overview,en_US
agent.account.overview,Übersicht,fr_FR
agent.account.quote_request,Requests for Quote,en_US
agent.account.quote_request,Angebotsanfragen,fr_FR
agent.account.page_title,Agent,en_US
agent.account.page_title,Agent,fr_FR
agent.account.profile_data,Agent Profile,en_US
agent.account.profile_data,Agent-Profil,fr_FR
quote_request_agent_widget.quote_request,Quote Request,en_US
quote_request_agent_widget.quote_request,Angebotsanfrage,fr_FR
quote_request_agent_widget.items,Items,en_US
quote_request_agent_widget.items,Artikel,fr_FR
quote_request_agent_widget.no_request_created,You do not have any quote requests yet.,en_US
quote_request_agent_widget.no_request_created,Sie haben noch keine Angebotsanfragen.,fr_FR
quote_request_agent_widget.create_new_request,New Quote Request,en_US
quote_request_agent_widget.create_new_request,Neue Angebotsanfrage,fr_FR
quote_request_agent_widget.view_all_requests,View all requests,en_US
quote_request_agent_widget.view_all_requests,Alle Anfragen anzeigen,fr_FR
quote_request_agent_widget.form.select_customer,Select a customer,en_US
quote_request_agent_widget.form.select_customer,"Wählen Sie den Kunden aus",fr_FR
quote_request_agent_page.form.invalid_price,Invalid price.,en_US
quote_request_agent_page.form.invalid_price,Ungültiger Preis.,fr_FR
permission.name.PlaceOrderPermissionPlugin,Buy up to grand total (Requires “Send cart for approval”),en_US
permission.name.PlaceOrderPermissionPlugin,Bis zur Gesamtsumme kaufen (erfordert “Warenkorb zur Genehmigung senden”),fr_FR
permission.name.RequestQuoteApprovalPermissionPlugin,Send cart for approval (Requires “Buy up to grand total”),en_US
permission.name.RequestQuoteApprovalPermissionPlugin,Warenkorb zur Genehmigung senden (erfordert “Bis zur Gesamtsumme kaufen”),fr_FR
permission.name.ApproveQuotePermissionPlugin,Approve up to grand total,en_US
permission.name.ApproveQuotePermissionPlugin,Bis zur Gesamtsumme genehmigen,fr_FR
company_page.multi_currency_type.name.cent_amount.EUR,Cent Amount,en_US
company_page.multi_currency_type.name.cent_amount.EUR,Cent Betrag,fr_FR
company_page.multi_currency_type.name.cent_amount.CHF,Centime Amount,en_US
company_page.multi_currency_type.name.cent_amount.CHF,Rappen Betrag,fr_FR
company_page.multi_currency_type.label,Configure permission,en_US
company_page.multi_currency_type.label,Berechtigung konfigurieren,fr_FR
company_page.company_role_permission.permission_not_found_error,Permission was not found,en_US
company_page.company_role_permission.permission_not_found_error,Berechtigungskonfiguration wurde nicht gefunden,fr_FR
company_page.company_role_permission.permission_save_error,Permission configuration has not been updated,en_US
company_page.company_role_permission.permission_save_error,Berechtigungskonfiguration wurde nicht aktualisiert,fr_FR
company_page.company_role_permission.permission_save_success,Permission configuration has been updated,en_US
company_page.company_role_permission.permission_save_success,Berechtigungskonfiguration wurde aktualisiert,fr_FR
quote.validation.error.price_mode_is_missing,Price mode is missing,en_US
quote.validation.error.price_mode_is_incorrect,Price mode is incorrect,en_US
quote.validation.error.currency_is_missing,Currency is missing,en_US
quote.validation.error.currency_is_incorrect,Currency mode is incorrect,en_US
resource_share.activator.error.strategy_expects_logged_in_customer,Please login to access requested shared resource.,en_US
resource_share.activator.error.strategy_expects_logged_in_customer,"Bitte anmelden, um Zugand zu der angeforderten Ressource zu erhalten.",fr_FR
resource_share.reader.error.resource_is_not_found_by_provided_uuid,Resource is not found by provided UUID.,en_US
resource_share.reader.error.resource_is_not_found_by_provided_uuid,Resource wurde nicht bei dem angegebenen UUID gefunden.,fr_FR
resource_share.generation.error.resource_type_is_not_defined,Resource type is not defined.,en_US
resource_share.generation.error.resource_type_is_not_defined,Ressourcentyp wurde nicht definiert.,fr_FR
resource_share.generation.error.customer_reference_is_not_defined,Customer reference is not defined.,en_US
resource_share.generation.error.customer_reference_is_not_defined,Kundenreferenz wurde nicht definiert.,fr_FR
resource_share.validation.error.resource_share_is_expired,Resource share is expired.,en_US
resource_share.validation.error.resource_share_is_expired,Ressourcenteilung ist abgelaufen.,fr_FR
resource-share.link.error.no-route,Redirect route should not be empty.,en_US
resource-share.link.error.no-route,Redirect Route kann nicht leer sein.,fr_FR
persistent_cart_share.error.resource_is_not_available,The cart you are trying to access is not available.,en_US
persistent_cart_share.error.resource_is_not_available,"Der Warenkorb, auf den Sie zugreifen möchten, ist nicht verfügbar.",fr_FR
persistent_cart_share.error.quote_is_not_available,The cart you are trying to access is not available.,en_US
persistent_cart_share.error.quote_is_not_available,"Der Warenkorb, auf den Sie zugreifen möchten, ist nicht verfügbar.",fr_FR
persistent_cart_share.share_options.external.PREVIEW,,en_US
persistent_cart_share.share_options.external.PREVIEW,,fr_FR
persistent_cart_share.share_options.internal.READ_ONLY,Read Only,en_US
persistent_cart_share.share_options.internal.READ_ONLY,Schreibgeschützt,fr_FR
persistent_cart_share.share_options.internal.FULL_ACCESS,Full Access,en_US
persistent_cart_share.share_options.internal.FULL_ACCESS,Ohne Einschränkung,fr_FR
persistent_cart_share.copy,Copy,en_US
persistent_cart_share.copy,Kopieren,fr_FR
persistent_cart_share.external_users,External Users,en_US
persistent_cart_share.external_users,Externe Benutzer,fr_FR
persistent_cart_share.internal_users,Internal Users,en_US
persistent_cart_share.internal_users,Interne Benutzer,fr_FR
persistent_cart_share.title,Share Cart via link,en_US
persistent_cart_share.title,Einkaufswagen per Link teilen,fr_FR
clipboard.copy.success,Successfully copied to clipboard!,en_US
clipboard.copy.success,Erfolgreich in die Zwischenablage kopiert!,fr_FR
clipboard.copy.error,Copying to clipboard is not supported by your browser. Try to copy the text manually.,en_US
clipboard.copy.error,Das Kopieren in die Zwischenablage wird von Ihrem Browser nicht unterstützt. Versuchen Sie den Text manuell zu kopieren.,fr_FR
persistent_cart_share_page.preview,Preview: %title%,en_US
persistent_cart_share_page.preview,Vorschau: %title%,fr_FR
shared_cart.resource_share.strategy.error.cart_access_denied,The cart URL is wrong or try to login with another company user account.,en_US
shared_cart.resource_share.strategy.error.cart_access_denied,"Die URL des Einkaufswagens ist falsch, oder versuchen Sie sich mit einem anderen Konto anzumelden.",fr_FR
shared_cart.resource_share.strategy.error.unable_to_share_cart,Unable to share a cart with provided customer.,en_US
shared_cart.resource_share.strategy.error.unable_to_share_cart,Der Einkaufswagen kann nicht mit dem angegebenen Kunden geteilt werden.,fr_FR
shared_cart.resource_share.strategy.success.cart_share_access_updated,Access level was updated.,en_US
shared_cart.resource_share.strategy.success.cart_share_access_updated,Zugriffsebene wurde aktualisiert.,fr_FR
category.office.furniture,Office Furniture,en_US
category.office.furniture,Büromöbel,fr_FR
comment.validation.error.comment_not_found,Comment not found.,en_US
comment.validation.error.comment_not_found,Kommentar nicht gefunden.,fr_FR
comment.validation.error.comment_thread_not_found,Comment Thread not found.,en_US
comment.validation.error.comment_thread_not_found,Kommentar Thread nicht gefunden.,fr_FR
comment.validation.error.access_denied,Access denied.,en_US
comment.validation.error.access_denied,Zugriff verweigert.,en_US
comment.validation.error.comment_thread_already_exists,Comment Thread already exists.,fr_FR
comment.validation.error.comment_thread_already_exists,Kommentar Thread existiert bereits.,fr_FR
comment.validation.error.invalid_message_length,Invalid message length.,en_US
comment.validation.error.invalid_message_length,Ungültige Nachrichtenlänge.,fr_FR
comment.validation.error.comment_tag_not_available,Comment tag not available.,en_US
comment.validation.error.comment_tag_not_available,Kommentar-Tag nicht verfügbar.,fr_FR
comment_widget.comments_to_cart,Comments to Cart,en_US
comment_widget.comments_to_cart,Kommentare zum Warenkorb,fr_FR
comment_widget.form.add_comment,Add,en_US
comment_widget.form.add_comment,Hinzufügen,fr_FR
comment_widget.form.update_comment,Update,en_US
comment_widget.form.update_comment,Aktualisieren,fr_FR
comment_widget.form.remove_comment,Remove,en_US
comment_widget.form.remove_comment,Entfernen,fr_FR
comment_widget.form.edit_comment,Edit,en_US
comment_widget.form.edit_comment,Ändern,fr_FR
comment_widget.form.cancel_comment,Cancel,en_US
comment_widget.form.cancel_comment,Abbrechen,fr_FR
comment_widget.form.you,You,en_US
comment_widget.form.you,Sie,fr_FR
comment_widget.form.attach,Attach,en_US
comment_widget.form.attach,Anhängen,fr_FR
comment_widget.form.unattach,Unattach,en_US
comment_widget.form.unattach, Anhang entfernen,fr_FR
comment_widget.form.all,All,en_US
comment_widget.form.all,Alles,fr_FR
comment_widget.form.attached,Attached,en_US
comment_widget.form.attached,Angehängt,fr_FR
comment_widget.form.button_default,Button,en_US
comment_widget.form.button_default,Schaltfläche,fr_FR
comment_widget.form.edited,edited,en_US
comment_widget.form.edited,bearbeitet,fr_FR
comment_widget.form.tags,Tags,en_US
comment_widget.form.tags,Tags,fr_FR
comment_widget.form.placeholder.add_comment,Write a comment,en_US
comment_widget.form.placeholder.add_comment,Kommentar hinzufügen,fr_FR
comment_widget.tags.all,All,en_US
comment_widget.tags.all,Alles,fr_FR
comment_widget.tags.delivery,Delivery,en_US
comment_widget.tags.delivery,Lieferung,fr_FR
comment_widget.tags.important,Important,en_US
comment_widget.tags.important,Wichtig,fr_FR
comment_widget.error_message.unexpected_error,Unexpected error occurred.,en_US
comment_widget.error_message.unexpected_error,Ein unerwarteter Fehler aufgetreten.,fr_FR
general.next.button,Weiter,fr_FR
shipment.validation.not_found,Shipment method not found.,en_US
shipment.validation.not_found,Versandart nicht gefunden.,fr_FR
billing.address.validation.is_missing,Billing address is missing,en_US
billing.address.validation.is_missing,Rechnungsadresse fehlt,fr_FR
billing.address.country.validation.not_found,Billing address country not found for country code: %code%,en_US
billing.address.country.validation.not_found,Rechnungsadresse Land für Ländercode nicht gefunden: %code%,fr_FR
shipping.address.country.validation.not_found,Shipping address country not found for country code: %code%,en_US
shipping.address.country.validation.not_found,Lieferadresse Land für Ländercode nicht gefunden: %code%,fr_FR
product_search_widget.search.product_discontinued_prefix,[Discontinued],en_US
product_search_widget.search.product_discontinued_prefix,[Abgesetzt],fr_FR
configurable_bundle.template.name.1,"Office bundle",en_US
configurable_bundle.template.name.1,Office-Bundle,fr_FR
configurable_bundle.template.name.2,"Presentation bundle",en_US
configurable_bundle.template.name.2,Präsentations-Bundle,fr_FR
configurable_bundle.template_slots.slot-1.name,Slot 1,en_US
configurable_bundle.template_slots.slot-1.name,Slot 1,fr_FR
configurable_bundle.template_slots.slot-2.name,Slot 2,en_US
configurable_bundle.template_slots.slot-2.name,Slot 2,fr_FR
configurable_bundle.template_slots.slot-3.name,Slot 3,en_US
configurable_bundle.template_slots.slot-3.name,Slot 3,fr_FR
configurable_bundle.template_slots.slot-4.name,Slot 4,en_US
configurable_bundle.template_slots.slot-4.name,Slot 4,fr_FR
configurable_bundle.template_slots.slot-5.name,Slot 5,en_US
configurable_bundle.template_slots.slot-5.name,Slot 5,fr_FR
configurable_bundle.template_slots.slot-6.name,Slot 6,en_US
configurable_bundle.template_slots.slot-6.name,Slot 6,fr_FR
configurable_bundle.template.validation.error.not_exists,Configurable bundle template does not exist.,en_US
configurable_bundle.template.validation.error.not_exists,Vorlage des konfigurierbaren Bündels existiert nicht.,fr_FR
configurable_bundle.slot.validation.error.not_exists,Configurable bundle template slot does not exist.,en_US
configurable_bundle.slot.validation.error.not_exists,Vorlagenslot des konfigurierbaren Bündels existiert nicht.,fr_FR
configurable_bundle.template.validation.error.already_activated,Configurable bundle template is already activated.,en_US
configurable_bundle.template.validation.error.already_activated,Vorlage des konfigurierbaren Bündels wurde schon aktiviert.,fr_FR
configurable_bundle.template.validation.error.already_deactivated,Configurable bundle template is already deactivated.,en_US
configurable_bundle.template.validation.error.already_deactivated,Vorlage des konfigurierbaren Bündels wurde schon deaktiviert.,fr_FR
configured_bundle.quantity,Quantity:,en_US
configured_bundle.quantity,Anzahl:,fr_FR
configured_bundle.multiplier,x,en_US
configured_bundle.multiplier,x,fr_FR
configured_bundle.price,Item price:,en_US
configured_bundle.price,Stückpreis:,fr_FR
configured_bundle.bundle_total,Bundle total:,en_US
configured_bundle.bundle_total,Bündel Gesamt:,fr_FR
configured_bundle.total,Item total:,en_US
configured_bundle.total,Artikel Gesamt:,fr_FR
configured_bundle.remove,"remove",en_US
configured_bundle.remove,"entfernen",fr_FR
configured_bundle.order.items,Items in the bundle:,en_US
configured_bundle.order.items,Produkte in diesem Bündel:,fr_FR
configured_bundle.item_sku,SKU:,en_US
configured_bundle.item_sku,SKU:,fr_FR
configured_bundle_cart.error.configured_bundle_not_found,Configured bundle with provided sku not found in cart.,en_US
configured_bundle_cart.error.configured_bundle_not_found,Konfiguriertes Bundle mit mitgelieferter SKU nicht im Warenkorb gefunden.,fr_FR
configured_bundle_cart.error.configured_bundle_cannot_be_removed,Configured bundle cannot be removed from cart.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_removed,Das konfigurierte Bundle kann nicht aus dem Warenkorb entfernt werden.,fr_FR
configured_bundle_cart.error.configured_bundle_cannot_be_updated,Configured bundle cannot be updated.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_updated,Konfiguriertes Bundle kann nicht aktualisiert werden.,fr_FR
configured_bundle_cart.error.configured_bundle_cannot_be_added,Configured bundle cannot be added to cart.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_added,Konfigurierbares Bündel kann nicht dem Warenkorb hinzugefügt werden.,fr_FR
configured_bundle_widget.configured_bundle.removed,Configured bundle removed successfully.,en_US
configured_bundle_widget.configured_bundle.removed,Konfiguriertes Bundle erfolgreich entfernt.,fr_FR
configured_bundle_widget.configured_bundle.updated,Configured bundle updated successfully.,en_US
configured_bundle_widget.configured_bundle.updated,Konfiguriertes Bundle wurde erfolgreich aktualisiert.,fr_FR
product_search_widget.search.no_results,Products were not found.,en_US
product_search_widget.search.no_results,Produkte wurden nicht gefunden.,fr_FR
configurable_bundle_page.select,Select,en_US
configurable_bundle_page.select,Auswählen,fr_FR
configurable_bundle_page.unselect,Unselect,en_US
configurable_bundle_page.unselect,Abwählen,fr_FR
configurable_bundle_page.edit,Edit,en_US
configurable_bundle_page.edit,Bearbeiten,fr_FR
configurable_bundle_page.configurator,Configurator,en_US
configurable_bundle_page.configurator,Konfigurator,fr_FR
configurable_bundle_page.configurable_bundle_list,Configurable Bundle List,en_US
configurable_bundle_page.configurable_bundle_list,Liste der konfigurierbaren Bündel,fr_FR
configurable_bundle_page.choose_bundle_to_configure,Choose Bundle to configure,en_US
configurable_bundle_page.choose_bundle_to_configure,Wählen Sie ein Bündel um es zu konfigurieren,fr_FR
configurable_bundle_page.configurator.templates_not_found,There are no templates available.,en_US
configurable_bundle_page.configurator.templates_not_found,Es sind keine Templates verfügbar.,fr_FR
configurable_bundle_page.template_not_found,Configurable bundle template not found.,en_US
configurable_bundle_page.template_not_found,Das Template für das konfigurierbare Bündel konnte nicht gefunden werden.,fr_FR
configurable_bundle_page.invalid_template_slot_combination,Invalid template/slot combination.,en_US
configurable_bundle_page.invalid_template_slot_combination,Die Template/Slot Kombination ist nicht valide.,fr_FR
configurable_bundle_page.configurator.tip.header,Create your own bundle.,en_US
configurable_bundle_page.configurator.tip.header,Eigenes Bündel erstellen.,fr_FR
configurable_bundle_page.configurator.tip.text,"To create the bundle, please select the slot from the left side, and choose the product from the list.",en_US
configurable_bundle_page.configurator.tip.text,"Um ein Bündel zu erstellen, wählen Sie bitte links ein Slot und dann die Produkte von der Liste aus.",fr_FR
configurable_bundle_page.configurator.selected_product,Selected product,en_US
configurable_bundle_page.configurator.selected_product,Ausgewähltes Produkt,fr_FR
configurable_bundle_page.configurator.summary,Summary,en_US
configurable_bundle_page.configurator.summary,Übersicht,fr_FR
configurable_bundle_page.configurator.add_to_cart,Add to Cart,en_US
configurable_bundle_page.configurator.add_to_cart,In den Warenkorb legen,fr_FR
configurable_bundle_page.configurator.summary_page_locked,Product for at least one slot should be configured to visit Summary page.,en_US
configurable_bundle_page.configurator.summary_page_locked,Es muss mindestens ein Produkt einem Slot zugewiesen werden um die Übersichtsseite zu öffnen.,fr_FR
configurable_bundle_page.configurator.summary_page_total,Total,en_US
configurable_bundle_page.configurator.summary_page_total,Gesamt,fr_FR
configurable_bundle_page.configurator.added_to_cart,Configured bundle successfully added to cart.,en_US
configurable_bundle_page.configurator.added_to_cart,Konfigurierbares Bündel wurde erfolgreich dem Warenkorb hinzugefügt.,fr_FR
configurable_bundle_page.configurator.slot_became_unavailable,Configured slot with ID '%id%' became unavailable.,en_US
configurable_bundle_page.configurator.slot_became_unavailable,Der konfigurierbare Slot mit der ID '%sku%' ist nicht mehr verfügbar.,fr_FR
configurable_bundle_page.configurator.product_became_unavailable,Product with SKU '%sku%' configured for slot with ID '%id%' became unavailable.,en_US
configurable_bundle_page.configurator.product_became_unavailable,Das Produkt mit der SKU '%sku%' für den Slot mit der  '%id%' ID ist nicht mehr verfügbar.,fr_FR
configurable_bundle_page.configurator.sku,Sku:,en_US
configurable_bundle_page.configurator.sku,Sku:,fr_FR
configurable_bundle_page.configurator.slot_page.title,Create your own bundle quickly and easily using our configurator,en_US
configurable_bundle_page.configurator.slot_page.title,Erstellen Sie schnell und einfach Ihr eigenes Bundle mit unserem Konfigurator,fr_FR
configurable_bundle_page.configurator.slot_page.back_link,Back to Bundles,en_US
configurable_bundle_page.configurator.slot_page.back_link,Zurück zu den Bundles,fr_FR
agent_page.error.customer_already_logged_in,"Sie sind bereits als Kunde angemeldet. Bitte loggen Sie sich zuerst aus und fahren Sie dann fort",fr_FR
agent_page.error.customer_already_logged_in,"You are already logged in as customer, please logout first, then proceed",en_US
configurable_bundle_note.enter_note,Add a note for the configured bundle,en_US
configurable_bundle_note.enter_note,Fügen Sie eine Notiz für das konfigurierte Bundle hinzu,fr_FR
configurable_bundle_note.note,Configured Bundle Note:,en_US
configurable_bundle_note.note,Konfigurierter Bündelwagen Hinweis:,fr_FR
configurable_bundle_note.form.save,Save,en_US
configurable_bundle_note.form.save,Speichern,fr_FR
configurable_bundle_note.note_added,Note has been successfully added to configured bundle,en_US
configurable_bundle_note.note_added,Einkaufswagen-Notiz wurde dem konfigurierten Bundle erfolgreich hinzugefügt,fr_FR
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,"Please notice: Items from the Configured Bundle were added to the Cart as individual products.",en_US
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,"Bitte beachten: Artikel aus dem konfigurierbaren Bündel wurden als einzelne Produkte in den Warenkorb gelegt.",fr_FR
sales_configured_bundle_widget.returnable_state,Non-returnable,en_US
sales_configured_bundle_widget.returnable_state,Kann nicht retourniert werden,fr_FR
sales_configured_bundle_widget.quantity,Quantity:,en_US
sales_configured_bundle_widget.quantity,Anzahl:,fr_FR
configured_bundle_widget.items,Items,en_US
configured_bundle_widget.items,Artikel,fr_FR
quantity_option.amount,(= %value% %name%),en_US
quantity_option.amount,(= %value% %name%),fr_FR
customer.account.shopping_list_item.error.product_not_active,Product is not active.,en_US
customer.account.shopping_list_item.error.product_not_active,Produkt ist nicht aktiv,fr_FR
order_custom_reference.reference_saved,Custom order reference was successfully saved.,en_US
order_custom_reference.reference_saved,Ihre Bestellreferenz wurde erfolgreich gespeichert.,fr_FR
order_custom_reference.reference_not_saved,Custom order reference has not been changed.,en_US
order_custom_reference.reference_not_saved,Ihre Bestellreferenz wurde nicht geändert.,fr_FR
order_custom_reference.validation.error.message_invalid_length,Custom order reference length is invalid.,en_US
order_custom_reference.validation.error.message_invalid_length,Die Länge der Bestellreferenz ist ungültig.,fr_FR
order_custom_reference.title,Custom Order Reference,en_US
order_custom_reference.title,Ihre Bestellreferenz,fr_FR
order_custom_reference.form.placeholder,Add custom order reference,en_US
order_custom_reference.form.placeholder,Ihre Bestellreferenz hinzufügen,fr_FR
order_custom_reference.save,Save,en_US
order_custom_reference.save,Speichern,fr_FR
cart.item.sales_unit.not_found,Sales unit is not found for product with SKU '%sku%'.,en_US
cart.item.sales_unit.not_found,Verkaufseinheit wird für Produkt mit SKU '%sku%' nicht gefunden.,fr_FR
cart.item.packaging_unit.not_found,Packaging unit not found for product with SKU '%sku%'.,en_US
cart.item.packaging_unit.not_found,Verpackungseinheit für Produkt mit SKU '% sku%' nicht gefunden.,fr_FR
quote_request_agent_page.checkout.step.save_rfq.title,Save Request For Quote,en_US
quote_request_agent_page.checkout.step.save_rfq.title,Angebotsanfrage speichern,fr_FR
quote_request_page.quote_request.saved,Quote request saved successfully.,en_US
quote_request_page.quote_request.saved,Angebotsanfrage wurde erfolgreich gespeichert.,fr_FR
quote_request_page.quote_request.actions.edit_address,Edit Address,en_US
quote_request_page.quote_request.actions.edit_address,Adresse bearbeiten,fr_FR
quote_request_page.quote_request.actions.edit_shipment,Edit Shipment,en_US
quote_request_page.quote_request.actions.edit_shipment,Versandart bearbeiten,fr_FR
quote_request_page.quote_request.edit_address_confirm,"You are editing Quote Request <a href=""%link%"">%reference%</a> if you will leave it, all changes will be dropped.",en_US
quote_request_page.quote_request.edit_address_confirm,"Sie bearbeiten Angebotsanfrage <a href=""%link%"">%reference%</a> wenn Sie es verlassen, werden alle Änderungen verworfen.",fr_FR
quote_request_page.quote_request.edit_shipment_confirm,"You are editing Quote Request <a href=""%link%"">%reference%</a> if you will leave it, all changes will be dropped.",en_US
quote_request_page.quote_request.edit_shipment_confirm,"Sie bearbeiten Angebotsanfrage <a href=""%link%"">%reference%</a> wenn Sie es verlassen, werden alle Änderungen verworfen.",fr_FR
quote_request_page.quote_request.shipment_counter,"Shipment %index% of %length%",en_US
quote_request_page.quote_request.shipment_counter,"Lieferung %index% von %length%",fr_FR
quote_request_page.quote_request.empty_shipment_data,No shipment address / shipment method provided.,en_US
quote_request_page.quote_request.empty_shipment_data,Es wurde keine Lieferadresse / Lieferart angegeben.,fr_FR
quote_request_page.quote_request.title_create,Create Quote Request,en_US
quote_request_page.quote_request.title_create,Angebotsanfrage erstellen,fr_FR
quote_request_page.quote_request.title_edit,Edit #%id%,en_US
quote_request_page.quote_request.title_edit,Ändern #%id%,fr_FR
quote_request_page.quote_request.title_attention,Attention,en_US
quote_request_page.quote_request.title_attention,Achtung,fr_FR
quote_request_page.quote_request.title_addresses,Addresses,en_US
quote_request_page.quote_request.title_addresses,Adressen,fr_FR
quote_request_page.quote_request.title_billing_address,Billing Address,en_US
quote_request_page.quote_request.title_billing_address,Rechnungsadresse,fr_FR
quote_request_page.quote_request.title_delivery_address,Delivery address,en_US
quote_request_page.quote_request.title_delivery_address,Lieferadresse,fr_FR
quote_request_page.quote_request.title_shipment_method,Shipment method,en_US
quote_request_page.quote_request.title_shipment_method,Versandmethode,fr_FR
quote_request_page.quote_request.breadcrumb.create,Create,en_US
quote_request_page.quote_request.breadcrumb.create,Erstellen,fr_FR
quote_request_page.quote_request.breadcrumb.edit,Edit,en_US
quote_request_page.quote_request.breadcrumb.edit,Ändern,fr_FR
quote_request_page.quote_request.breadcrumb.attention,Attention,en_US
